gene_id	acronym	PRODUCT	GO	EC	ACTIVITY	KINASE	BEST_HIT	BEST_SCORE	PUBMED	IPR
MtrunA17Chr5g0420371	MtNCR434	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0423821	MtNCR436	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0423681	MtNCR437	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0423591	MtNCR438	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425491	MtNCR439	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0426111	MtNCR440	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0350151	MtNCR441	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0427831	MtNCR443	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0430751	MtNCR444	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0430941	MtNCR445	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0431111	MtNCR447	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0431141	MtNCR448	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0450351	MtNCR450	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0216411	MtNCR451	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0224701	MtNCR452	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0222161	MtNCR453	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0226611	MtNCR454	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0232281	MtNCR456	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0232111	MtNCR457	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0240601	MtNCR458	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0243601	MtNCR459	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0265251	MtNCR460	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0353021	MtNCR462	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0367861	MtNCR463	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0370351	MtNCR464	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0055961	MtNCR466	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0226021	MtNCR467	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032801	MtNCR468	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr7g0215901	MtNCR469	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0215921	MtNCR470	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0216061	MtNCR471	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0216201	MtNCR472	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0216241	MtNCR473	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0227541	MtNCR476	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0314811	MtNCR477	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0099351	MtNCR478	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0433431	MtNCR479	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0145291	MtNCR481	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0358281	MtNCR482	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0023461	MtNCR483	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0230841	MtNCR484	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0216081	MtNCR485	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0020421	MtNCR486	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0020361	MtNCR488	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0234011	MtNCR489	Nodule-specific Cysteine-Rich peptide	GO:0005737;GO:0016021;GO:0003723;GO:0004535;GO:0046872;GO:0090503;GO:1905392	3.1.13.4	putative poly(A)-specific ribonuclease	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr1g0175241	MtNCR490	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0021591	MtNCR491	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0370341	MtNCR492	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0475431	MtNCR495	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0172431	MtNCR496	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr7g0224661	MtNCR497	Nodule-specific Cysteine-Rich peptide	GO:0003676;GO:0008270	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	"putative Zinc finger, CCHC-type"
MtrunA17Chr1g0159181	MtNCR498	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0104111	MtNCR499	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0235381	MtNCR501	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr0c02g0489691	MtNCR503	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0358351	MtNCR504	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0174571	MtNCR507	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0174561	MtNCR509	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0487581	MtNCR510	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0487601	MtNCR511	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424341	MtNCR512	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0169041	MtNCR514	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0012351	MtNCR515	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0033011	MtNCR516	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0224891	MtNCR517	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0148591	MtNCR518	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr1g0148601	MtNCR519	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0158371	MtNCR522	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0159231	MtNCR523	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0159361	MtNCR524	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0168951	MtNCR527	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0168981	MtNCR528	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0169001	MtNCR529	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0169241	MtNCR530	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0169721	MtNCR531	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0175221	MtNCR533	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0174031	MtNCR535	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0180351	MtNCR536	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0186801	MtNCR537	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0228741	MtNCR538	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0279181	MtNCR539	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0288041	MtNCR540	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0296971	MtNCR541	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0300461	MtNCR543	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0302801	MtNCR546	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0304021	MtNCR549	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0306411	MtNCR550	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0309451	MtNCR553	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0313051	MtNCR554	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0313081	MtNCR555	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	"putative Late nodulin, knottin, scorpion toxin-like superfamily"
MtrunA17Chr2g0313571	MtNCR556	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0314121	MtNCR561	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0314631	MtNCR564	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0314651	MtNCR566	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0314931	MtNCR567	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0315091	MtNCR568	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0317361	MtNCR569	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0318261	MtNCR570	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0320821	MtNCR571	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0321001	MtNCR573	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0295231	MtNCR574	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0304731	MtNCR575	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0304601	MtNCR577	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0078061	MtNCR578	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0079241	MtNCR581	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0079261	MtNCR582	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0083081	MtNCR583	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0086721	MtNCR584	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0186891	MtNCR587	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0090221	MtNCR588	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0099791	MtNCR590	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0108421	MtNCR591	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0108561	MtNCR593	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0109221	MtNCR594	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0109231	MtNCR595	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0112901	MtNCR598	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0007801	MtNCR603	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0007951	MtNCR605	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0003871	MtNCR607	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0003881	MtNCR608	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0004761	MtNCR609	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0007701	MtNCR611	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0007971	MtNCR613	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0008011	MtNCR614	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0012171	MtNCR617	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0012321	MtNCR619	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0014761	MtNCR623	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0018071	MtNCR624	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0018331	MtNCR625	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0018671	MtNCR627	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr4g0021921	MtNCR629	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0023441	MtNCR630	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0023581	MtNCR632	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0022461	MtNCR633	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0026161	MtNCR634	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0027041	MtNCR635	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0027881	MtNCR636	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029661	MtNCR640	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0031371	MtNCR641	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0031991	MtNCR642	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032931	MtNCR643	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0033221	MtNCR645	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0033241	MtNCR646	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0033491	MtNCR647	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0046461	MtNCR648	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0415681	MtNCR649	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0420691	MtNCR652	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424451	MtNCR653	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
